Time,aX,aY,aZ,gX,gY,gZ
2383046,-0.328,0.216,0.963,6.86,-1.4,9.03
2383056,-0.318,0.206,0.96,7.28,-0.21,7.49
2383065,-0.36,0.193,0.93,7.35,1.19,5.46
2383075,-0.343,0.183,0.94,7.91,-0.42,5.88
2383084,-0.347,0.177,0.944,8.19,-0.07,5.6
2383094,-0.35,0.182,0.943,8.19,1.61,5.6
2383103,-0.341,0.189,0.942,9.38,2.59,5.39
2383113,-0.34,0.188,0.949,11.06,2.8,3.99
2383122,-0.342,0.204,0.938,14.14,2.87,2.66
2383132,-0.334,0.205,0.932,17.92,1.75,1.4
2383141,-0.335,0.203,0.945,20.02,0.0,-0.28
2383151,-0.336,0.196,0.958,19.74,1.12,-0.91
2383160,-0.336,0.196,0.95,20.23,3.22,-1.26
2383170,-0.339,0.188,0.969,20.72,4.2,-1.33
2383179,-0.339,0.184,0.962,20.93,7.35,-0.84
2383189,-0.349,0.182,0.936,24.64,9.17,-0.84
2383198,-0.358,0.178,0.918,30.45,7.07,-1.47
2383208,-0.361,0.184,0.893,36.33,4.41,-1.82
2383217,-0.373,0.189,0.879,43.75,-0.07,-2.66
2383227,-0.379,0.198,0.899,50.75,-6.09,-3.78
2383236,-0.371,0.196,0.928,54.39,-7.56,-4.62
2383246,-0.369,0.179,0.969,55.86,-3.5,-4.41
2383255,-0.387,0.167,0.936,59.78,3.29,-3.99
2383265,-0.415,0.236,0.833,65.03,5.81,-2.38
2383274,-0.421,0.308,0.758,54.32,6.16,-0.07
2383284,-0.433,0.405,0.567,18.48,14.56,3.08
2383293,-0.551,0.464,0.202,-66.5,30.94,14.98
2383303,-0.552,0.442,0.101,-207.9,38.5,38.08
2383312,-0.48,0.337,0.309,-368.83,50.61,59.64
2383322,-0.486,0.09,0.439,-521.29,84.63,74.62
2383331,-0.52,0.037,0.35,-638.4,115.71,87.85
2383341,-0.414,-0.03,0.16,-693.63,133.77,110.81
2383350,-0.448,-0.088,0.003,-734.44,163.38,137.9
2383360,-0.381,-0.049,-0.338,-828.66,193.83,158.2
2383369,-0.564,-0.236,-0.453,-1000.16,219.73,180.39
2383379,-0.836,-0.919,-0.371,-1187.69,249.69,215.11
2383388,-1.039,-1.831,-0.312,-1266.65,298.2,247.17
2383398,-1.234,-2.511,-0.226,-1153.81,303.1,247.87
2383407,-1.282,-2.812,0.206,-879.41,201.39,198.8
2383417,-0.864,-2.46,0.793,-506.8,47.18,118.3
2383426,-0.525,-1.505,1.042,-142.1,-67.97,39.83
2383436,-0.154,-0.786,1.006,96.39,-155.33,-24.99
2383445,-0.131,-0.427,0.897,186.76,-177.45,-98.42
2383455,-0.28,-0.323,0.742,178.99,-138.81,-129.78
2383464,-0.548,-0.528,0.663,124.25,-81.55,-120.75
2383474,-0.697,-0.746,0.665,70.35,-34.23,-90.86
2383483,-0.715,-0.858,0.664,42.07,-10.5,-57.05
2383493,-0.704,-0.848,0.538,26.81,-3.15,-31.15
2383502,-0.642,-0.874,0.449,10.78,-5.46,-18.9
2383512,-0.606,-0.895,0.392,7.98,-1.61,-17.15
2383521,-0.62,-0.871,0.425,22.19,5.46,-18.55
2383531,-0.61,-0.816,0.449,42.56,8.4,-19.88
2383540,-0.588,-0.751,0.427,57.61,7.77,-21.56
2383550,-0.571,-0.695,0.38,60.13,8.05,-23.31
2383559,-0.588,-0.658,0.274,47.39,12.67,-22.75
2383569,-0.606,-0.693,0.174,22.47,17.15,-18.27
2383578,-0.657,-0.779,0.168,1.47,17.22,-11.97
2383588,-0.687,-0.847,0.234,-5.6,13.3,-4.41
2383597,-0.684,-0.859,0.314,-0.84,6.93,2.24
2383607,-0.645,-0.81,0.372,8.12,2.31,6.16
2383616,-0.617,-0.75,0.389,13.93,2.94,7.35
2383626,-0.607,-0.719,0.38,15.26,6.72,7.21
2383635,-0.603,-0.716,0.38,15.54,10.71,7.49
2383645,-0.601,-0.709,0.402,17.15,13.51,7.0
2383654,-0.596,-0.684,0.396,18.83,14.77,4.97
2383664,-0.573,-0.641,0.346,18.13,13.3,1.19
2383673,-0.559,-0.61,0.311,12.74,11.48,-3.85
2383683,-0.551,-0.615,0.277,5.25,11.41,-7.84
2383692,-0.57,-0.668,0.263,3.15,12.25,-10.08
2383702,-0.59,-0.718,0.275,10.29,12.11,-11.06
2383711,-0.608,-0.748,0.315,19.81,10.78,-11.48
2383721,-0.607,-0.746,0.315,24.43,8.82,-11.27
2383730,-0.605,-0.744,0.303,24.15,6.86,-10.78
2383740,-0.605,-0.745,0.302,21.42,6.02,-9.73
2383749,-0.604,-0.745,0.307,17.36,7.28,-7.56
2383759,-0.606,-0.729,0.287,11.97,9.17,-5.04
2383768,-0.601,-0.717,0.249,5.67,9.03,-3.01
2383778,-0.606,-0.721,0.236,-0.14,8.47,-1.4
2383787,-0.619,-0.729,0.258,-4.2,8.54,-0.35
2383797,-0.618,-0.729,0.276,-6.93,8.12,0.77
2383806,-0.618,-0.737,0.283,-5.67,6.44,1.89
2383816,-0.615,-0.732,0.297,-2.59,5.46,1.75
2383825,-0.614,-0.73,0.307,-2.17,4.83,0.56
2383835,-0.628,-0.742,0.32,-4.55,3.36,-0.14
2383844,-0.615,-0.746,0.337,-5.18,1.61,-0.28
2383854,-0.616,-0.745,0.331,-3.57,2.24,-0.56
2383863,-0.612,-0.729,0.299,-2.45,3.64,-0.14
2383873,-0.607,-0.719,0.277,-2.8,3.01,-0.07
